SITE_NAME,BEGIN,END,daysPeriod,KWH_PERIOD,kwhPerDay,PERIOD_EUR,nbInvoice
1085BR,2019-12-01,2019-12-31,30,1457,48.57,"167,53", 
1085BR,2020-01-01,2020-01-31,30,1464,48.8,"197,72", 
1085BR,2020-02-01,2020-02-29,28,1382,49.36,"189,22", 
1085BR,2020-03-01,2020-03-31,30,1483,49.43,"198,76", 
1085BR,2020-04-01,2020-04-30,29,1438,49.59,"194,12", 
1085BR,2020-05-01,2020-05-31,30,1489,49.63,"199,37", 
1085BR,2020-06-01,2020-06-30,29,1415,48.79,"191,71", 
1085BR,2020-07-01,2020-07-31,30,1411,47.03,"191,27", 
1085BR,2020-08-01,2020-08-31,30,1409,46.97,"191,07", 
1085BR,2020-09-01,2020-09-30,29,1346,46.41,"184,58", 
1085BR,2020-10-01,2020-10-31,30,1343,44.77,"184,27", 
1085BR,2020-11-01,2020-11-30,29,1214,41.86,"170,99", 
2001BR,2018-01-01,2018-12-31,364,9116,25.04,"1 098,82", 
2001BR,2019-01-01,2019-12-31,364,8898,24.45,"1 210,58", 
0811BB,2018-01-01,2018-03-31,89,1604,18.02,"262,68", 
0811BB,2018-04-01,2018-06-30,90,1729,19.21,"280,23", 
0811BB,2018-07-01,2018-09-30,91,2144,23.56,"316,17", 
0811BB,2018-10-01,2018-12-31,91,2058,22.62,"315,89", 
0811BB,2019-01-01,2019-03-31,89,1997,22.44,"272,99", 
0811BB,2019-04-01,2019-06-30,90,1923,21.37,"263,97", 
0811BB,2019-07-01,2019-09-30,91,2129,23.4,"288,95", 
0811BB,2019-10-01,2019-12-31,91,1971,21.66,"270,00", 
0811BB,2020-01-01,2020-03-31,90,1890,21.0,"245,65", 
0811BB,2020-04-01,2020-06-30,90,1976,21.96,"255,29", 
0811BB,2020-07-01,2020-09-30,91,1629,17.9,"216,41", 
2006BR,2018-01-01,2018-03-31,89,2077,23.34,"230,13", 
2006BR,2018-04-01,2018-06-30,90,1746,19.4,"202,54", 
2006BR,2018-07-01,2018-09-30,91,2675,29.4,"295,85", 
2006BR,2018-10-01,2018-12-31,91,2690,29.56,"309,62", 
2006BR,2019-01-01,2019-03-31,89,2970,33.37,"387,88", 
2006BR,2019-04-01,2019-06-30,90,2229,24.77,"293,78", 
2006BR,2019-07-01,2019-09-30,91,2483,27.29,"321,30", 
2006BR,2019-10-01,2019-12-31,91,2933,32.23,"379,53", 
2006BR,2020-01-01,2020-03-31,90,2642,29.36,"341,08", 
2006BR,2020-04-01,2020-06-30,90,1991,22.12,"264,80", 
2006BR,2020-07-01,2020-09-30,91,1897,20.85,"246,61", 
2002KO,2018-01-01,2018-03-31,89,3871,43.49,"440,13", 
2002KO,2018-04-01,2018-06-30,90,3991,44.34,"453,62", 
2002KO,2018-07-01,2018-09-30,91,4882,53.65,"665,90", 
2002KO,2018-10-01,2018-12-31,91,3509,38.56,"398,83", 
2002KO,2019-01-01,2019-03-31,89,4558,51.21,"561,39", 
2002KO,2019-04-01,2019-06-30,90,4723,52.48,"581,71", 
2002KO,2019-07-01,2019-09-30,91,5558,61.08,"684,75", 
2002KO,2019-10-01,2019-12-31,91,4560,50.11,"561,64", 
2002KO,2020-01-01,2020-03-31,90,5737,63.74,"764,46", 
2002KO,2020-04-01,2020-06-30,90,4512,50.13,"601,22", 
2002KO,2020-07-01,2020-09-30,91,3588,39.43,"478,10", 
2004KO,2018-01-01,2018-01-31,30,819,27.3,"105,28", 
2004KO,2018-02-01,2018-02-28,27,803,29.74,"103,35", 
2004KO,2018-03-01,2018-03-31,30,943,31.43,"120,22", 
2004KO,2018-04-01,2018-04-30,29,1098,37.86,"138,89", 
2004KO,2018-05-01,2018-05-31,30,1241,41.37,"156,12", 
2004KO,2018-06-01,2018-06-30,29,1224,42.21,"154,07", 
2004KO,2018-07-01,2018-07-31,30,1253,41.77,"157,65", 
2004KO,2018-08-01,2018-08-31,30,1310,43.67,"164,53", 
2004KO,2018-09-01,2018-09-30,29,1083,37.34,"138,01", 
2004KO,2018-10-01,2018-10-31,30,991,33.03,"126,85", 
2004KO,2018-11-01,2018-11-30,29,894,30.83,"115,08", 
2004KO,2018-12-01,2018-12-31,30,915,30.5,"117,63", 
2004KO,2019-01-01,2019-01-31,30,914,30.47,"128,81", 
2004KO,2019-02-01,2019-02-28,27,828,30.67,"117,32", 
2004KO,2019-03-01,2019-03-31,30,957,31.9,"134,56", 
2004KO,2019-04-01,2019-04-30,29,1015,35.0,"142,31", 
2004KO,2019-05-01,2019-05-31,30,1098,36.6,"153,40", 
2004KO,2019-06-01,2019-06-30,29,1327,45.76,"184,00", 
2004KO,2019-07-01,2019-07-31,30,1298,43.27,"180,12", 
2004KO,2019-08-01,2019-08-31,30,1345,44.83,"186,40", 
2004KO,2019-09-01,2019-09-30,29,1120,38.62,"156,34", 
2004KO,2019-10-01,2019-10-31,30,1042,34.73,"145,92", 
2004KO,2019-11-01,2019-11-30,29,811,27.97,"115,05", 
2004KO,2019-12-01,2019-12-31,30,830,27.67,"117,59", 
2004KO,2020-01-01,2020-01-31,30,828,27.6,"117,18", 
2004KO,2020-02-01,2020-02-29,28,761,27.18,"108,30", 
2004KO,2020-03-01,2020-03-31,30,804,26.8,"114,00", 
2004KO,2020-04-01,2020-04-30,29,830,28.62,"117,44", 
2004KO,2020-05-01,2020-05-31,30,888,29.6,"125,13", 
2004KO,2020-06-01,2020-06-30,29,972,33.52,"136,25", 
2004KO,2020-07-01,2020-07-31,30,1074,35.8,"149,77", 
2004KO,2020-08-01,2020-08-31,30,1131,37.7,"157,32", 
2004KO,2020-09-01,2020-09-30,29,934,32.21,"131,22", 
2004KO,2020-10-01,2020-10-31,30,850,28.33,"120,09", 
2004KO,2020-11-01,2020-11-30,29,807,27.83,"106,91", 
2012BB,2018-01-01,2018-12-31,364,3446,9.47,"601,65", 
2012BB,2019-01-01,2019-12-31,364,3145,8.64,"571,27", 
2014BB,2018-01-01,2018-12-31,364,3145,8.64,"496,84", 
2014BB,2019-01-01,2019-12-31,364,4816,13.23,"774,57", 
2017BB,2018-01-01,2018-12-31,364,1481,4.07,"383,21", 
2017BB,2019-01-01,2019-12-31,364,3897,10.71,"732,07", 
2019BB,2018-01-01,2018-12-31,364,3282,9.02,"668,61", 
2019BB,2019-01-01,2019-12-31,364,4852,13.33,"888,78", 
4392KO,2018-01-01,2018-01-31,30,5414,180.47,"672,10", 
4392KO,2018-02-01,2018-02-28,27,4906,181.7,"610,89", 
4392KO,2018-03-01,2018-03-31,30,5571,185.7,"691,02", 
4392KO,2018-04-01,2018-04-30,29,5483,189.07,"680,41", 
4392KO,2018-05-01,2018-05-31,30,5643,188.1,"699,69", 
4392KO,2018-06-01,2018-06-30,29,5486,189.17,"680,78", 
4392KO,2018-07-01,2018-07-31,30,5866,195.53,"726,97", 
4392KO,2018-08-01,2018-08-31,30,5882,196.07,"728,90", 
4392KO,2018-09-01,2018-09-30,29,5581,192.45,"697,00", 
4392KO,2018-10-01,2018-10-31,30,5737,191.23,"715,93", 
4392KO,2018-11-01,2018-11-30,29,5526,190.55,"690,33", 
4392KO,2018-12-01,2018-12-31,30,5662,188.73,"706,83", 
4392KO,2019-01-01,2019-01-31,30,5688,189.6,"780,06", 
4392KO,2019-02-01,2019-02-28,27,5122,189.7,"704,44", 
4392KO,2019-03-01,2019-03-31,30,5686,189.53,"779,79", 
4392KO,2019-04-01,2019-04-30,29,5523,190.45,"758,02", 
4392KO,2019-05-01,2019-05-31,30,5747,191.57,"787,95", 
4392KO,2019-06-01,2019-06-30,29,5625,193.97,"771,64", 
4392KO,2019-07-01,2019-07-31,30,5780,192.67,"792,35", 
4392KO,2019-08-01,2019-08-31,30,6099,203.3,"834,98", 
4392KO,2019-09-01,2019-09-30,29,6284,216.69,"859,70", 
4392KO,2019-10-01,2019-10-31,30,6446,214.87,"881,34", 
4392KO,2019-11-01,2019-11-30,29,6155,212.24,"842,46", 
4392KO,2019-12-01,2019-12-31,30,6369,212.3,"871,05", 
4392KO,2020-01-01,2020-01-31,30,6417,213.9,"872,55", 
4392KO,2020-02-01,2020-02-29,28,6213,221.89,"845,52", 
4392KO,2020-03-01,2020-03-31,30,6711,223.7,"911,49", 
4392KO,2020-04-01,2020-04-30,29,6580,226.9,"894,14", 
4392KO,2020-05-01,2020-05-31,30,6766,225.53,"918,78", 
4392KO,2020-06-01,2020-06-30,29,6646,229.17,"902,88", 
4392KO,2020-07-01,2020-07-31,30,6942,231.4,"942,09", 
4392KO,2020-08-01,2020-08-31,30,7199,239.97,"976,14", 
4392KO,2020-09-01,2020-09-30,29,7313,252.17,"991,24", 
4392KO,2020-10-01,2020-10-31,30,7307,243.57,"990,45", 
4392KO,2020-11-01,2020-11-30,29,6593,227.34,"895,86", 
2023BB,2018-01-01,2018-12-31,364,12600,34.62,"1 876,79", 
2023BB,2019-01-01,2019-12-31,364,12400,34.07,"1 794,52", 
2025KO,2018-01-01,2018-01-31,30,180,6.0,"48,71", 
2025KO,2018-02-01,2018-02-28,27,123,4.56,"32,80", 
2025KO,2018-03-01,2018-03-31,30,92,3.07,"22,61", 
2025KO,2018-04-01,2018-04-30,29,170,5.86,"56,76", 
2025KO,2018-05-01,2018-08-31,122,663,5.43,"115,76", 
2025KO,2018-09-01,2018-09-30,29,166,5.72,"29,42", 
2025KO,2018-10-01,2018-10-31,30,163,5.43,"28,53", 
2025KO,2018-11-01,2018-11-30,29,121,4.17,"20,57", 
2025KO,2018-12-01,2019-01-31,61,265,4.34,"43,17", 
2025KO,2019-02-01,2019-02-28,27,117,4.33,"18,72", 
2025KO,2019-03-01,2019-03-31,30,100,3.33,"16,08", 
2025KO,2019-04-01,2019-04-30,29,158,5.45,"26,53", 
2025KO,2019-05-01,2019-09-30,152,830,5.46,"142,43", 
2025KO,2019-10-01,2019-12-31,91,440,4.84,"73,39", 
2025KO,2020-01-01,2020-07-31,212,1231,5.81,"215,43", 
2025KO,2020-08-01,2020-08-31,30,150,5.0,"27,15", 
2025KO,2020-09-01,2020-09-30,29,207,7.14,"37,92", 
2025KO,2020-10-01,2020-10-31,30,100,3.33,"25,36", 
2028BB,2018-01-01,2018-12-31,364,887,2.44,"268,14", 
2028BB,2019-01-01,2019-12-31,364,1699,4.67,"362,09", 
2032BB,2018-01-01,2018-12-31,364,2805,7.71,"544,87", 
2032BB,2019-01-01,2019-12-31,364,9894,27.18,"1 145,09", 
2037KO,2018-01-01,2018-12-31,364,4134,11.36,"678,55", 
2037KO,2019-01-01,2019-12-31,364,4672,12.84,"694,89", 
1457BR,2018-01-01,2018-12-31,364,6015,16.52,"888,92", 
1457BR,2019-01-01,2019-12-31,364,7716,21.2,"1 030,51", 
2039BB,2018-01-01,2018-01-31,30,11687,389.57,"1 483,79", 
2039BB,2018-02-01,2018-02-28,27,10648,394.37,"1 353,81", 
2039BB,2018-03-01,2018-03-31,30,12029,400.97,"1 526,45", 
2039BB,2018-04-01,2018-04-30,29,10942,377.31,"1 389,36", 
2039BB,2018-05-01,2018-05-31,30,10465,348.83,"1 331,91", 
2039BB,2018-06-01,2018-06-30,29,10253,353.55,"1 307,18", 
2039BB,2018-07-01,2018-07-31,30,10160,338.67,"1 294,64", 
2039BB,2018-08-01,2018-08-31,30,10424,347.47,"1 329,01", 
2039BB,2018-09-01,2018-09-30,29,12044,415.31,"1 539,68", 
2039BB,2018-10-01,2018-10-31,30,12245,408.17,"1 562,71", 
2039BB,2018-11-01,2018-11-30,29,11866,409.17,"1 515,03", 
2039BB,2018-12-01,2018-12-31,30,12222,407.4,"1 559,99", 
2039BB,2019-01-01,2019-01-31,30,12295,409.83,"1 493,20", 
2039BB,2019-02-01,2019-02-28,27,11218,415.48,"1 364,56", 
2039BB,2019-03-01,2019-03-31,30,12747,424.9,"1 548,97", 
2039BB,2019-04-01,2019-04-30,29,12498,430.97,"1 518,80", 
2039BB,2019-05-01,2019-05-31,30,12852,428.4,"1 558,50", 
2039BB,2019-06-01,2019-06-30,29,12799,441.34,"1 554,07", 
2039BB,2019-07-01,2019-07-31,30,12975,432.5,"1 574,28", 
2039BB,2019-08-01,2019-08-31,30,12806,426.87,"1 553,92", 
2039BB,2019-09-01,2019-09-30,29,12177,419.9,"1 478,13", 
2039BB,2019-10-01,2019-10-31,30,12404,413.47,"1 504,84", 
2039BB,2019-11-01,2019-11-30,29,11914,410.83,"1 447,51", 
2039BB,2019-12-01,2019-12-31,30,12266,408.87,"1 489,75", 
2039BB,2020-01-01,2020-01-31,30,12359,411.97,"1 765,78", 
2039BB,2020-02-01,2020-02-29,28,11550,412.5,"1 653,91", 
2039BB,2020-03-01,2020-03-31,30,12255,408.5,"1 753,27", 
2039BB,2020-04-01,2020-04-30,29,11769,405.83,"1 681,80", 
2039BB,2020-05-01,2020-05-31,30,12040,401.33,"1 722,06", 
2039BB,2020-06-01,2020-06-30,29,11948,412.0,"1 727,85", 
2039BB,2020-07-01,2020-07-31,30,12619,420.63,"1 804,57", 
2039BB,2020-08-01,2020-08-31,30,12956,431.87,"1 851,55", 
2039BB,2020-09-01,2020-09-30,29,12447,429.21,"1 775,82", 
2039BB,2020-10-01,2020-10-31,30,12825,427.5,"1 831,93", 
2039BB,2020-11-01,2020-11-30,29,12262,422.83,"1 688,75", 
0478KO,2018-01-01,2018-01-31,30,2879,95.97,"353,68", 
0478KO,2018-02-01,2018-02-28,27,2763,102.33,"340,73", 
0478KO,2018-03-01,2018-03-31,30,2953,98.43,"360,93", 
0478KO,2018-04-01,2018-04-30,29,2852,98.34,"349,19", 
0478KO,2018-05-01,2018-05-31,30,3120,104.0,"372,51", 
0478KO,2018-06-01,2018-06-30,29,3196,110.21,"533,08", 
0478KO,2018-07-01,2018-07-31,30,3235,107.83,"388,56", 
0478KO,2018-08-01,2018-08-31,30,3772,125.73,"434,86", 
0478KO,2018-09-01,2018-09-30,29,3537,121.97,"413,32", 
0478KO,2018-10-01,2018-10-31,30,3384,112.8,"402,57", 
0478KO,2018-11-01,2018-11-30,29,3250,112.07,"390,74", 
0478KO,2018-12-01,2018-12-31,30,3416,113.87,"410,46", 
0478KO,2019-01-01,2019-01-31,30,3712,123.73,"486,62", 
0478KO,2019-02-01,2019-02-28,27,3006,111.33,"405,78", 
0478KO,2019-03-01,2019-03-31,30,3432,114.4,"455,69", 
0478KO,2019-04-01,2019-04-30,29,3346,115.38,"444,31", 
0478KO,2019-05-01,2019-05-31,30,3526,117.53,"463,28", 
0478KO,2019-06-01,2019-06-30,29,3603,124.24,"468,09", 
0478KO,2019-07-01,2019-07-31,30,3728,124.27,"481,75", 
0478KO,2019-08-01,2019-08-31,30,3770,125.67,"486,19", 
0478KO,2019-09-01,2019-09-30,29,3596,124.0,"467,99", 
0478KO,2019-10-01,2019-10-31,30,3753,125.1,"488,56", 
0478KO,2019-11-01,2019-11-30,29,3824,131.86,"492,85", 
0478KO,2019-12-01,2019-12-31,30,3986,132.87,"511,16", 
0478KO,2020-01-01,2020-01-31,30,4066,135.53,"519,54", 
0478KO,2020-02-01,2020-02-29,28,3815,136.25,"475,15", 
0478KO,2020-03-01,2020-03-31,30,3907,130.23,"521,74", 
0478KO,2020-04-01,2020-04-30,29,3793,130.79,"489,37", 
0478KO,2020-05-01,2020-05-31,30,3714,123.8,"485,21", 
0478KO,2020-06-01,2020-06-30,29,3647,125.76,"476,72", 
0478KO,2020-07-01,2020-07-31,30,3756,125.2,"488,33", 
0478KO,2020-08-01,2020-08-31,30,3878,129.27,"553,78", 
0478KO,2020-09-01,2020-09-30,29,3714,128.07,"459,70", 
0478KO,2020-10-01,2020-10-31,30,3842,128.07,"474,85", 
0478KO,2020-11-01,2020-11-30,29,3505,120.86,"364,94", 
0462BB,2018-01-01,2018-12-31,364,33481,91.98,"2 937,39", 
0462BB,2019-01-01,2019-12-31,364,33982,93.36,"3 193,11", 
2040KO,2018-01-01,2018-12-31,364,3119,8.57,"477,43", 
2040KO,2019-01-01,2019-12-31,364,3128,8.59,"465,96", 
2042KO,2018-01-01,2018-12-31,364,5839,16.04,"697,76", 
2042KO,2019-01-01,2019-12-31,364,8626,23.7,"1 034,17", 
2046BB,2018-01-01,2018-12-31,364,6905,18.97,"1 089,11", 
2046BB,2019-01-01,2019-12-31,364,4984,13.69,"861,42", 
2048KO,2018-01-01,2018-01-31,30,304,10.13,"64,08", 
2048KO,2018-02-01,2018-02-28,27,313,11.59,"64,97", 
2048KO,2018-03-01,2018-03-31,30,292,9.73,"63,00", 
2048KO,2018-04-01,2018-04-30,29,171,5.9,"51,44", 
2048KO,2018-05-01,2018-05-31,30,146,4.87,"49,07", 
2048KO,2018-06-01,2018-06-30,29,135,4.66,"48,08", 
2048KO,2018-07-01,2018-07-31,30,133,4.43,"47,89", 
2048KO,2018-08-01,2018-08-31,30,139,4.63,"48,49", 
2048KO,2018-09-01,2018-09-30,29,172,5.93,"51,68", 
2048KO,2018-10-01,2018-10-31,30,206,6.87,"54,97", 
2048KO,2018-11-01,2018-11-30,29,267,9.21,"60,85", 
2048KO,2018-12-01,2018-12-31,30,344,11.47,"68,23", 
2048KO,2019-01-01,2019-01-31,30,369,12.3,"75,85", 
2048KO,2019-02-01,2019-02-28,27,285,10.56,"66,74", 
2048KO,2019-03-01,2019-03-31,30,278,9.27,"65,96", 
2048KO,2019-04-01,2019-04-30,29,224,7.72,"60,11", 
2048KO,2019-05-01,2019-05-31,30,215,7.17,"59,21", 
2048KO,2019-06-01,2019-06-30,29,162,5.59,"53,48", 
2048KO,2019-07-01,2019-07-31,30,166,5.53,"53,93", 
2048KO,2019-08-01,2019-08-31,30,160,5.33,"53,25", 
2048KO,2019-09-01,2019-09-30,29,179,6.17,"55,28", 
2048KO,2019-10-01,2019-10-31,30,224,7.47,"60,11", 
2048KO,2019-11-01,2019-11-30,29,248,8.55,"62,70", 
2048KO,2019-12-01,2019-12-31,30,320,10.67,"70,56", 
2048KO,2020-01-01,2020-01-31,30,334,11.13,"72,50", 
2048KO,2020-02-01,2020-02-29,28,300,10.71,"68,93", 
2048KO,2020-03-01,2020-03-31,30,289,9.63,"67,84", 
2048KO,2020-04-01,2020-04-30,29,222,7.66,"60,81", 
2048KO,2020-05-01,2020-05-31,30,228,7.6,"61,46", 
2048KO,2020-06-01,2020-06-30,29,157,5.41,"54,09", 
2048KO,2020-07-01,2020-07-31,30,164,5.47,"54,85", 
2048KO,2020-08-01,2020-08-31,30,161,5.37,"54,53", 
2048KO,2020-09-01,2020-09-30,29,167,5.76,"55,17", 
2048KO,2020-10-01,2020-10-31,30,206,6.87,"59,18", 
2048KO,2020-11-01,2020-11-30,29,248,8.55,"25,77", 
2049KO,2018-01-01,2018-12-31,364,4668,12.82,"794,22", 
2049KO,2019-01-01,2019-12-31,364,4597,12.63,"847,63", 
2050KO,2018-01-01,2018-12-31,364,1200,3.3,"324,93", 
2050KO,2019-01-01,2019-12-31,364,1277,3.51,"352,97", 
2054BR,2018-01-01,2018-12-31,364,1144,3.14,"515,96", 
2054BR,2019-01-01,2019-12-31,364,1128,3.1,"511,94", 
2061BR,2018-01-01,2018-06-30,180,550,3.06,"56,83", 
2061BR,2018-07-01,2018-12-31,183,510,2.79,"52,70", 
2061BR,2019-01-01,2019-06-30,180,565,3.14,"58,38", 
2061BR,2019-07-01,2019-12-31,183,510,2.79,"52,28", 
2061BR,2020-01-01,2020-06-30,181,552,3.05,"56,58", 
1390BR,2018-01-01,2018-10-16,288,9018,31.31,"1 192,77", 
1390BR,2018-10-17,2018-12-31,75,2282,30.43,"305,46", 
1390BR,2019-01-01,2019-04-03,92,2989,32.49,"388,18", 
1390BR,2019-04-04,2019-12-31,271,9096,33.56,"1 167,22", 
2074BR,2018-01-01,2018-12-31,364,1864,5.12,"360,05", 
2074BR,2019-01-01,2019-12-31,364,1816,4.99,"360,04", 
2075BB,2018-01-01,2018-12-31,364,2695,7.4,"532,83", 
2075BB,2019-01-01,2019-12-31,364,9152,25.14,"1 082,01", 
2075BR,2019-01-01,2019-09-30,272,6944,25.53,"1 312,42", 
2075BR,2019-10-01,2019-11-30,60,4282,71.37,"721,09", 
2075BR,2019-12-01,2019-12-31,30,2114,70.47,"346,06", 
2075BR,2020-01-01,2020-03-31,90,3398,37.76,"546,74", 
2075BR,2020-04-01,2020-06-30,90,3094,34.38,"586,00", 
2076BB,2018-01-01,2018-12-31,364,13816,37.96,"1 957,51", 
2076BB,2019-01-01,2019-12-31,364,13012,35.75,"1 792,64", 
2076BR,2018-01-01,2018-01-31,30,3039,101.3,"358,60", 
2076BR,2018-02-01,2018-02-28,27,2745,101.67,"332,15", 
2076BR,2018-03-01,2018-03-31,30,3039,101.3,"358,60", 
2076BR,2018-04-01,2018-04-30,29,2941,101.41,"344,10", 
2076BR,2018-05-01,2018-05-31,30,3039,101.3,"352,52", 
2076BR,2018-06-01,2018-06-30,29,2941,101.41,"341,16", 
2076BR,2018-07-01,2018-07-31,30,3039,101.3,"352,52", 
2076BR,2018-08-01,2018-08-31,30,3040,101.33,"352,64", 
2076BR,2018-09-01,2018-09-30,29,2952,101.79,"345,38", 
2076BR,2018-10-01,2018-10-31,30,3050,101.67,"356,85", 
2076BR,2018-11-01,2018-11-30,29,2952,101.79,"351,29", 
2076BR,2018-12-01,2018-12-31,30,3050,101.67,"362,95", 
2076BR,2019-01-01,2019-01-31,30,3050,101.67,"405,65", 
2076BR,2019-02-01,2019-02-28,27,2339,86.63,"311,09", 
2076BR,2019-03-01,2019-03-31,30,1213,40.43,"157,69", 
2076BR,2019-04-01,2019-04-30,29,1174,40.48,"157,32", 
2076BR,2019-05-01,2019-05-31,30,1213,40.43,"163,76", 
2076BR,2019-06-01,2019-06-30,29,1174,40.48,"151,45", 
2076BR,2019-07-01,2019-07-31,30,1213,40.43,"156,48", 
2076BR,2019-08-01,2019-08-31,30,1213,40.43,"156,48", 
2076BR,2019-09-01,2019-09-30,29,1174,40.48,"152,62", 
2076BR,2019-10-01,2019-10-31,30,1213,40.43,"157,69", 
2076BR,2019-11-01,2019-11-30,29,1174,40.48,"152,62", 
2076BR,2019-12-01,2019-12-31,30,1213,40.43,"158,90", 
2076BR,2020-01-01,2020-01-31,30,1213,40.43,"152,84", 
2076BR,2020-02-01,2020-02-29,28,1134,40.5,"141,75", 
2076BR,2020-03-01,2020-03-31,30,1213,40.43,"150,41", 
2076BR,2020-04-01,2020-04-30,29,1174,40.48,"145,58", 
2076BR,2020-05-01,2020-05-31,30,1213,40.43,"149,20", 
2076BR,2020-06-01,2020-06-30,29,1174,40.48,"144,40", 
2076BR,2020-07-01,2020-07-31,30,1213,40.43,"147,99", 
2076BR,2020-08-01,2020-08-31,30,1213,40.43,"147,99", 
2076BR,2020-09-01,2020-09-30,29,1174,40.48,"144,40", 
2076BR,2020-10-01,2020-10-31,30,1213,40.43,"150,41", 
2078BB,2018-01-01,2018-12-31,364,6485,17.82,"746,79", 
2078BB,2019-01-01,2019-12-31,364,3489,9.59,"600,52", 
2084BB,2018-01-01,2018-03-31,89,452,5.08,"315,85", 
2084BB,2018-04-01,2018-06-30,90,393,4.37,"310,45", 
2084BB,2018-07-01,2018-09-30,91,392,4.31,"310,38", 
2084BB,2018-10-01,2018-12-31,91,399,4.38,"311,03", 
2084BB,2019-01-01,2019-03-31,89,399,4.48,"345,13", 
2084BB,2019-04-01,2019-06-30,90,391,4.34,"344,32", 
2084BB,2019-07-01,2019-09-30,91,504,5.54,"355,87", 
2084BB,2019-10-01,2019-12-31,91,309,3.4,"335,92", 
2084BB,2020-01-01,2020-03-31,90,429,4.77,"362,05", 
2084BB,2020-04-01,2020-06-30,90,405,4.5,"359,50", 
2084BB,2020-07-01,2020-09-30,91,437,4.8,"362,90", 
2099BB,2018-01-01,2018-03-31,89,1039,11.67,"259,75", 
2099BB,2018-04-01,2018-06-30,90,826,9.18,"239,54", 
2099BB,2018-07-01,2018-09-30,91,906,9.96,"253,68", 
2099BB,2018-10-01,2018-12-31,91,977,10.74,"263,79", 
2099BB,2019-01-01,2019-03-31,89,984,11.06,"295,20", 
2099BB,2019-04-01,2019-06-30,90,876,9.73,"280,32", 
2099BB,2019-07-01,2019-09-30,91,892,9.8,"285,44", 
2099BB,2019-10-01,2019-12-31,91,988,10.86,"326,04", 
2099BB,2020-01-01,2020-03-31,90,940,10.44,"319,60", 
2099BB,2020-04-01,2020-06-30,90,968,10.76,"338,17", 
2099BB,2020-07-01,2020-09-30,91,998,10.97,"369,26", 
2104BB,2018-01-01,2018-12-31,364,6831,18.77,"917,43", 
2104BB,2019-01-01,2019-12-31,364,7424,20.4,"947,11", 
0442BB,2018-01-01,2018-01-31,30,5807,193.57,"553,40", 
0442BB,2018-02-01,2018-02-28,27,5400,200.0,"519,11", 
0442BB,2018-03-01,2018-03-31,30,6028,200.93,"572,16", 
0442BB,2018-04-01,2018-04-30,29,5979,206.17,"568,19", 
0442BB,2018-05-01,2018-05-31,30,6251,208.37,"591,30", 
0442BB,2018-06-01,2018-06-30,29,6193,213.55,"895,33", 
0442BB,2018-07-01,2018-07-31,30,6407,213.57,"604,99", 
0442BB,2018-08-01,2018-08-31,30,6531,217.7,"615,49", 
0442BB,2018-09-01,2018-09-30,29,5988,206.48,"574,10", 
0442BB,2018-10-01,2018-10-31,30,6040,201.33,"578,30", 
0442BB,2018-11-01,2018-11-30,29,5772,199.03,"555,48", 
0442BB,2018-12-01,2018-12-31,30,5974,199.13,"572,63", 
0442BB,2019-01-01,2019-01-31,30,5956,198.53,"556,53", 
0442BB,2019-02-01,2019-02-28,27,5480,202.96,"517,72", 
0442BB,2019-03-01,2019-03-31,30,6140,204.67,"571,64", 
0442BB,2019-04-01,2019-04-30,29,5970,205.86,"557,75", 
0442BB,2019-05-01,2019-05-31,30,6181,206.03,"578,45", 
0442BB,2019-06-01,2019-06-30,29,6418,221.31,"1 168,97", 
0442BB,2019-07-01,2019-07-31,30,6524,217.47,"606,86", 
0442BB,2019-08-01,2019-08-31,30,6648,221.6,"617,04", 
0442BB,2019-09-01,2019-09-30,29,6105,210.52,"572,38", 
0442BB,2019-10-01,2019-10-31,30,6151,205.03,"608,48", 
0442BB,2019-11-01,2019-11-30,29,5916,204.0,"588,01", 
0442BB,2019-12-01,2019-12-31,30,6000,200.0,"594,61", 
0442BB,2020-01-01,2020-01-31,30,5957,198.57,"718,63", 
0442BB,2020-02-01,2020-02-29,28,5626,200.93,"1 157,79", 
0442BB,2020-03-01,2020-03-31,30,5930,197.67,"690,91", 
0442BB,2020-04-01,2020-04-30,29,5757,198.52,"665,73", 
0442BB,2020-05-01,2020-05-31,30,6106,203.53,"701,71", 
0442BB,2020-06-01,2020-06-30,29,5830,201.03,"674,26", 
0442BB,2020-07-01,2020-07-31,30,6157,205.23,"707,71", 
0442BB,2020-08-01,2020-08-31,30,6340,211.33,"726,22", 
0442BB,2020-09-01,2020-09-30,29,6191,213.48,"947,79", 
0442BB,2020-10-01,2020-10-31,30,6436,214.53,"853,63", 
0442BB,2020-11-01,2020-11-30,29,6243,215.28,"638,18", 
2106BB,2018-01-01,2018-01-31,30,906,30.2,"121,68", 
2106BB,2018-02-01,2018-02-28,27,669,24.78,"92,11", 
2106BB,2018-03-01,2018-03-31,30,753,25.1,"100,27", 
2106BB,2018-04-01,2018-04-30,29,839,28.93,"111,23", 
2106BB,2018-05-01,2018-05-31,30,894,29.8,"118,06", 
2106BB,2018-06-01,2018-06-30,29,901,31.07,"129,09", 
2106BB,2018-07-01,2018-07-31,30,902,30.07,"119,17", 
2106BB,2018-08-01,2018-08-31,30,951,31.7,"125,40", 
2106BB,2018-09-01,2018-09-30,29,825,28.45,"110,43", 
2106BB,2018-10-01,2018-10-31,30,977,32.57,"129,32", 
2106BB,2018-11-01,2018-11-30,29,1048,36.14,"138,24", 
